3/25/2011,11:24:35 AM,SceCli,Information,None,1704,N/A,SVWD01054,Security policy in the Group policy objects has been applied successfully.
3/25/2011,3:31:59 AM,ftSysEService,Information,None,10812,N/A,SVWD01054,"SEL record 0x4CA4 generated by BMC1 at 3/25/2011 3:31:28 AM

Device: HA Event Board#1
Assert: I2C Bus Non-Fatal Error: Private I2C#4 failure"
3/25/2011,12:00:23 AM,MSSQLSERVER,Information,Server ,17177,N/A,SVWD01054,This instance of SQL Server has been using a process ID of 1952 since 3/24/2011 9:23:19 AM (local) 3/24/2011 2:23:19 AM (UTC). This is an informational message only; no user action is required.
3/24/2011,6:00:21 PM,SceCli,Information,None,1704,N/A,SVWD01054,Security policy in the Group policy objects has been applied successfully.
3/24/2011,9:27:24 AM,LoadPerf,Information,None,1000,N/A,SVWD01054,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data contains the new index values assigned to this service.
3/24/2011,9:27:24 AM,LoadPerf,Information,None,1001,N/A,SVWD01054,Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
3/24/2011,9:24:20 AM,MSSQLSERVER,Information,Server ,17890,N/A,SVWD01054,"A significant part of sql server process memory has been paged out. This may result in a performance degradation. Duration: 0 seconds. Working set (KB): 4624, committed (KB): 44284, memory utilization: 10%%."
3/24/2011,9:23:41 AM,ftSysEService,Information,None,10812,N/A,SVWD01054,"SEL record 0x3CF0 generated by BMC0 at 3/24/2011 9:23:36 AM

Device: HA Event Board#0
Assert: System State Change: CRU1 CPU reset de-asserted"
3/24/2011,9:23:41 AM,ftSysEService,Information,None,10812,N/A,SVWD01054,"SEL record 0x3CDC generated by BMC0 at 3/24/2011 9:23:34 AM

Device: HA Event Board#0
Assert: System State Change: CRU1 CPU power on"
3/24/2011,9:23:33 AM,ftSysEService,Information,None,10812,N/A,SVWD01054,"SEL record 0x3CC8 generated by BMC0 at 3/24/2011 9:23:29 AM

Device: HA Event Board#0
Assert: System State Change: CRU1 CPU power off"
3/24/2011,9:23:33 AM,ftSysEService,Information,None,10812,N/A,SVWD01054,"SEL record 0x3CB4 generated by BMC0 at 3/24/2011 9:23:28 AM

Device: HA Event Board#0
Assert: System State Change: CRU1 CPU reset asserted"
3/24/2011,9:23:22 AM,SymSnapService,Information,None,0,N/A,SVWD01054,The description for Event ID ( 0 ) in Source ( SymSnapService ) cannot be found. The local computer may not have the necessary registry information or message DLL files to display messages from a remote computer. You may be able to use the /AUXSOURCE= flag to retrieve this description; see Help and Support for details. The following information is part of the event: Service started.
3/24/2011,9:23:19 AM,MSSQLSERVER,Information,Server ,3408,N/A,SVWD01054,Recovery is complete. This is an informational message only. No user action is required.
3/24/2011,9:23:16 AM,MSSQLSERVER,Information,Server ,17137,N/A,SVWD01054,Starting up database 'RT50BodyShopEquipment'.
3/24/2011,9:23:16 AM,MSSQLSERVER,Information,Server ,17137,N/A,SVWD01054,Starting up database 'msdb'.
3/24/2011,9:23:16 AM,MSSQLSERVER,Information,Server ,17137,N/A,SVWD01054,Starting up database 'ReportServer'.
3/24/2011,9:23:16 AM,MSSQLSERVER,Information,Server ,17137,N/A,SVWD01054,Starting up database 'pis_production'.
3/24/2011,9:23:16 AM,MSSQLSERVER,Information,Server ,17137,N/A,SVWD01054,Starting up database 'pis_development'.
3/24/2011,9:23:16 AM,MSSQLSERVER,Information,Server ,17137,N/A,SVWD01054,Starting up database 'ReportServerTempDB'.
3/24/2011,9:23:16 AM,MSSQLSERVER,Information,Server ,30090,N/A,SVWD01054,A new instance of the full-text filter daemon host process has been successfully started.
3/24/2011,9:23:09 AM,MSSQLSERVER,Information,Server ,17126,N/A,SVWD01054,SQL Server is now ready for client connections. This is an informational message; no user action is required.
3/24/2011,9:23:09 AM,MSSQLSERVER,Information,Server ,26059,N/A,SVWD01054,The SQL Server Network Interface library successfully registered the Service Principal Name (SPN) [ MSSQLSvc/svwd01054.isuzu.co.th:1433 ] for the SQL Server service. 
3/24/2011,9:23:09 AM,MSSQLSERVER,Information,Server ,26059,N/A,SVWD01054,The SQL Server Network Interface library successfully registered the Service Principal Name (SPN) [ MSSQLSvc/svwd01054.isuzu.co.th ] for the SQL Server service. 
3/24/2011,9:23:07 AM,Backup Exec System Recovery,Information,Medium Priority ,100,N/A,SVWD01054,"Info 6C8F0427: Backup Exec System Recovery service started successfully.
Details: 
Source: Backup Exec System Recovery"
3/24/2011,9:23:07 AM,MSSQLServerOLAPService,Information,(289),0,N/A,SVWD01054,Service started.
3/24/2011,9:23:07 AM,MSSQLServerOLAPService,Information,(289),5,N/A,SVWD01054,The flight recorder was started.
3/24/2011,9:23:07 AM,ftSysSsn,Information,None,10003,N/A,SVWD01054,Service ftSysSsn has started.
3/24/2011,9:23:06 AM,ftSys SNMPextend,Information,None,11012,N/A,SVWD01054,ftSys SNMP Extension Agent starting.  Copyright © 2001-2006 Stratus Technologies Bermuda Ltd.
3/24/2011,9:23:06 AM,ftSysRas,Information,None,10003,N/A,SVWD01054,Service ftSysRas has started.
3/24/2011,9:23:06 AM,EsmTrapRedirection,Information,None,105,N/A,SVWD01054,The service was started.
3/24/2011,9:23:06 AM,SQLBrowser,Information,None,12,N/A,SVWD01054,The SQLBrowser service has started.
3/24/2011,9:23:06 AM,SQLBrowser,Information,None,17,N/A,SVWD01054,The SQLBrowser is enabling Analysis Services discovery support.
3/24/2011,9:22:58 AM,EsmBaseService,Warning,None,2,N/A,SVWD01054,Warning message: Can't bind on the SNMP-TRAP port(UDP). Therefore SNMP-TRAP message by UDP is not receivable.
3/24/2011,9:22:58 AM,SQLBrowser,Information,None,16,N/A,SVWD01054,The SQLBrowser is enabling SQL instance and connectivity discovery support.
3/24/2011,9:22:57 AM,MSSQLSERVER,Information,Server ,9688,N/A,SVWD01054,Service Broker manager has started.
3/24/2011,9:22:57 AM,MSSQLSERVER,Information,Server ,9666,N/A,SVWD01054,The Database Mirroring protocol transport is disabled or not configured.
3/24/2011,9:22:57 AM,MSSQLSERVER,Information,Server ,9666,N/A,SVWD01054,The Service Broker protocol transport is disabled or not configured.
3/24/2011,9:22:57 AM,MSSQLSERVER,Information,Server ,17137,N/A,SVWD01054,Starting up database 'tempdb'.
3/24/2011,9:22:56 AM,MSSQLSERVER,Information,Server ,17201,N/A,SVWD01054,Dedicated admin connection support was established for listening locally on port 1434.
3/24/2011,9:22:56 AM,MSSQLSERVER,Information,Server ,26022,N/A,SVWD01054,Server is listening on [ 127.0.0.1 <ipv4> 1434].
3/24/2011,9:22:56 AM,MSSQLSERVER,Information,Server ,26028,N/A,SVWD01054,Server named pipe provider is ready to accept connection on [ \\.\pipe\sql\query ].
3/24/2011,9:22:56 AM,MSSQLSERVER,Information,Server ,26048,N/A,SVWD01054,Server local connection provider is ready to accept connection on [ \\.\pipe\SQLLocal\MSSQLSERVER ].
3/24/2011,9:22:56 AM,MSSQLSERVER,Information,Server ,26022,N/A,SVWD01054,Server is listening on [ 'any' <ipv4> 1433].
3/24/2011,9:22:56 AM,MSSQLSERVER,Information,Server ,26018,N/A,SVWD01054,A self-generated certificate was successfully loaded for encryption.
